profile,depth,TEMP,latitude,longitude,WMO_ID,CYCLE_NUMBER,timestamp,PSAL
0,0.0,28.18773,2.0704338550567627,148.71961975097656,5900000,1,2026-09-07 14:57:56,35.08951
0,10.0,26.892836,2.0704338550567627,148.71961975097656,5900000,1,2026-09-07 14:57:56,35.1322
0,20.0,25.899874,2.0704338550567627,148.71961975097656,5900000,1,2026-09-07 14:57:56,35.166782
0,50.0,23.229635,2.0704338550567627,148.71961975097656,5900000,1,2026-09-07 14:57:56,35.218845
0,100.0,19.42442,2.0704338550567627,148.71961975097656,5900000,1,2026-09-07 14:57:56,35.217377
0,150.0,16.205927,2.0704338550567627,148.71961975097656,5900000,1,2026-09-07 14:57:56,35.361687
0,200.0,13.725959,2.0704338550567627,148.71961975097656,5900000,1,2026-09-07 14:57:56,35.25481
0,300.0,9.925171,2.0704338550567627,148.71961975097656,5900000,1,2026-09-07 14:57:56,35.335064
0,400.0,7.1511188,2.0704338550567627,148.71961975097656,5900000,1,2026-09-07 14:57:56,35.433754
0,500.0,5.7012477,2.0704338550567627,148.71961975097656,5900000,1,2026-09-07 14:57:56,35.42844
0,750.0,3.1797004,2.0704338550567627,148.71961975097656,5900000,1,2026-09-07 14:57:56,35.462513
0,1000.0,2.5367463,2.0704338550567627,148.71961975097656,5900000,1,2026-09-07 14:57:56,35.64142
0,1500.0,2.1029818,2.0704338550567627,148.71961975097656,5900000,1,2026-09-07 14:57:56,35.64465
0,2000.0,2.2171147,2.0704338550567627,148.71961975097656,5900000,1,2026-09-07 14:57:56,35.497906
1,0.0,27.520994,2.0670926570892334,148.85450744628906,5900000,2,2026-09-10 14:57:56,35.153004
1,10.0,26.61189,2.0670926570892334,148.85450744628906,5900000,2,2026-09-10 14:57:56,35.23632
1,20.0,25.678062,2.0670926570892334,148.85450744628906,5900000,2,2026-09-10 14:57:56,35.098316
1,50.0,23.063553,2.0670926570892334,148.85450744628906,5900000,2,2026-09-10 14:57:56,35.18797
1,100.0,19.244854,2.0670926570892334,148.85450744628906,5900000,2,2026-09-10 14:57:56,35.3192
1,150.0,16.108906,2.0670926570892334,148.85450744628906,5900000,2,2026-09-10 14:57:56,35.26776
1,200.0,13.4477415,2.0670926570892334,148.85450744628906,5900000,2,2026-09-10 14:57:56,35.449635
1,300.0,9.885175,2.0670926570892334,148.85450744628906,5900000,2,2026-09-10 14:57:56,35.380592
1,400.0,7.2488604,2.0670926570892334,148.85450744628906,5900000,2,2026-09-10 14:57:56,35.41935
1,500.0,5.419928,2.0670926570892334,148.85450744628906,5900000,2,2026-09-10 14:57:56,35.462826
1,750.0,3.2210636,2.0670926570892334,148.85450744628906,5900000,2,2026-09-10 14:57:56,35.597954
1,1000.0,2.610855,2.0670926570892334,148.85450744628906,5900000,2,2026-09-10 14:57:56,35.610966
1,1500.0,2.1278045,2.0670926570892334,148.85450744628906,5900000,2,2026-09-10 14:57:56,35.622234
1,2000.0,1.9181006,2.0670926570892334,148.85450744628906,5900000,2,2026-09-10 14:57:56,35.674717
2,0.0,28.071507,1.887370228767395,148.76063537597656,5900000,3,2026-09-13 14:57:56,35.048794
2,10.0,27.24328,1.887370228767395,148.76063537597656,5900000,3,2026-09-13 14:57:56,35.193645
2,20.0,26.182953,1.887370228767395,148.76063537597656,5900000,3,2026-09-13 14:57:56,35.109676
2,50.0,23.517307,1.887370228767395,148.76063537597656,5900000,3,2026-09-13 14:57:56,35.249317
2,100.0,19.646252,1.887370228767395,148.76063537597656,5900000,3,2026-09-13 14:57:56,35.222466
2,150.0,16.32882,1.887370228767395,148.76063537597656,5900000,3,2026-09-13 14:57:56,35.188618
2,200.0,13.841563,1.887370228767395,148.76063537597656,5900000,3,2026-09-13 14:57:56,35.287434
2,300.0,9.814235,1.887370228767395,148.76063537597656,5900000,3,2026-09-13 14:57:56,35.35139
2,400.0,7.3442454,1.887370228767395,148.76063537597656,5900000,3,2026-09-13 14:57:56,35.434685
2,500.0,5.3808827,1.887370228767395,148.76063537597656,5900000,3,2026-09-13 14:57:56,35.35412
2,750.0,3.3711567,1.887370228767395,148.76063537597656,5900000,3,2026-09-13 14:57:56,35.486145
2,1000.0,2.482106,1.887370228767395,148.76063537597656,5900000,3,2026-09-13 14:57:56,35.505466
2,1500.0,1.8970642,1.887370228767395,148.76063537597656,5900000,3,2026-09-13 14:57:56,35.57551
2,2000.0,2.0421796,1.887370228767395,148.76063537597656,5900000,3,2026-09-13 14:57:56,35.582085
3,0.0,27.60097,8.512894630432129,110.918701171875,5900001,1,2026-09-07 14:57:56,35.25337
3,10.0,26.593033,8.512894630432129,110.918701171875,5900001,1,2026-09-07 14:57:56,35.26862
3,20.0,25.702408,8.512894630432129,110.918701171875,5900001,1,2026-09-07 14:57:56,35.284718
3,50.0,23.011307,8.512894630432129,110.918701171875,5900001,1,2026-09-07 14:57:56,35.376446
3,100.0,19.088255,8.512894630432129,110.918701171875,5900001,1,2026-09-07 14:57:56,35.311367
3,150.0,16.294298,8.512894630432129,110.918701171875,5900001,1,2026-09-07 14:57:56,35.31661
3,200.0,13.423338,8.512894630432129,110.918701171875,5900001,1,2026-09-07 14:57:56,35.43338
3,300.0,9.570173,8.512894630432129,110.918701171875,5900001,1,2026-09-07 14:57:56,35.436165
3,400.0,7.2898545,8.512894630432129,110.918701171875,5900001,1,2026-09-07 14:57:56,35.434864
3,500.0,5.52272,8.512894630432129,110.918701171875,5900001,1,2026-09-07 14:57:56,35.68853
3,750.0,3.3158514,8.512894630432129,110.918701171875,5900001,1,2026-09-07 14:57:56,35.687874
3,1000.0,2.4065495,8.512894630432129,110.918701171875,5900001,1,2026-09-07 14:57:56,35.68327
3,1500.0,1.9237244,8.512894630432129,110.918701171875,5900001,1,2026-09-07 14:57:56,35.72434
3,2000.0,1.98667,8.512894630432129,110.918701171875,5900001,1,2026-09-07 14:57:56,35.83946
4,0.0,27.772404,8.593111991882324,110.94103240966797,5900001,2,2026-09-10 14:57:56,35.011215
4,10.0,26.679342,8.593111991882324,110.94103240966797,5900001,2,2026-09-10 14:57:56,35.045418
4,20.0,26.005457,8.593111991882324,110.94103240966797,5900001,2,2026-09-10 14:57:56,35.135086
4,50.0,23.006289,8.593111991882324,110.94103240966797,5900001,2,2026-09-10 14:57:56,35.093143
4,100.0,19.153515,8.593111991882324,110.94103240966797,5900001,2,2026-09-10 14:57:56,35.181873
4,150.0,15.987783,8.593111991882324,110.94103240966797,5900001,2,2026-09-10 14:57:56,35.26377
4,200.0,13.666133,8.593111991882324,110.94103240966797,5900001,2,2026-09-10 14:57:56,35.273808
4,300.0,9.599521,8.593111991882324,110.94103240966797,5900001,2,2026-09-10 14:57:56,35.31605
4,400.0,7.2667756,8.593111991882324,110.94103240966797,5900001,2,2026-09-10 14:57:56,35.39174
4,500.0,5.5182595,8.593111991882324,110.94103240966797,5900001,2,2026-09-10 14:57:56,35.323986
4,750.0,3.2631774,8.593111991882324,110.94103240966797,5900001,2,2026-09-10 14:57:56,35.48234
4,1000.0,2.7216668,8.593111991882324,110.94103240966797,5900001,2,2026-09-10 14:57:56,35.585087
4,1500.0,2.0091884,8.593111991882324,110.94103240966797,5900001,2,2026-09-10 14:57:56,35.648838
4,2000.0,2.0583227,8.593111991882324,110.94103240966797,5900001,2,2026-09-10 14:57:56,35.604404
5,0.0,27.553274,8.495476722717285,110.8680191040039,5900001,3,2026-09-13 14:57:56,35.31796
5,10.0,26.410784,8.495476722717285,110.8680191040039,5900001,3,2026-09-13 14:57:56,35.19389
5,20.0,25.350338,8.495476722717285,110.8680191040039,5900001,3,2026-09-13 14:57:56,35.341072
5,50.0,22.89086,8.495476722717285,110.8680191040039,5900001,3,2026-09-13 14:57:56,35.27843
5,100.0,19.194344,8.495476722717285,110.8680191040039,5900001,3,2026-09-13 14:57:56,35.355087
5,150.0,15.929596,8.495476722717285,110.8680191040039,5900001,3,2026-09-13 14:57:56,35.490314
5,200.0,13.467879,8.495476722717285,110.8680191040039,5900001,3,2026-09-13 14:57:56,35.53033
5,300.0,9.710564,8.495476722717285,110.8680191040039,5900001,3,2026-09-13 14:57:56,35.4963
5,400.0,7.2397666,8.495476722717285,110.8680191040039,5900001,3,2026-09-13 14:57:56,35.53809
5,500.0,5.4974246,8.495476722717285,110.8680191040039,5900001,3,2026-09-13 14:57:56,35.554012
5,750.0,3.1749072,8.495476722717285,110.8680191040039,5900001,3,2026-09-13 14:57:56,35.654087
5,1000.0,2.5510614,8.495476722717285,110.8680191040039,5900001,3,2026-09-13 14:57:56,35.812607
5,1500.0,2.0332727,8.495476722717285,110.8680191040039,5900001,3,2026-09-13 14:57:56,35.771023
5,2000.0,2.011456,8.495476722717285,110.8680191040039,5900001,3,2026-09-13 14:57:56,35.720436
6,0.0,15.247275,-56.596282958984375,-35.054290771484375,5900002,1,2026-09-07 14:57:56,34.107788
6,10.0,14.95032,-56.596282958984375,-35.054290771484375,5900002,1,2026-09-07 14:57:56,34.14841
